Term: 	 DF 	 [DOCID, TF, Max_TF, DocLen] 
materi:	69	[[37, 1, 4, 125], [42, 1, 8, 198], [51, 1, 12, 141], [77, 2, 15, 255], [82, 3, 11, 226], [119, 1, 2, 57], [274, 1, 6, 175], [403, 1, 4, 76], [462, 3, 5, 106], [463, 2, 3, 79], [509, 1, 4, 57], [536, 1, 8, 215], [542, 2, 9, 147], [553, 4, 7, 124], [592, 1, 2, 59], [646, 1, 7, 193], [658, 1, 11, 173], [673, 1, 27, 276], [707, 2, 7, 160], [739, 1, 10, 228], [740, 1, 9, 153], [761, 3, 4, 62], [762, 1, 7, 125], [766, 2, 13, 182], [773, 1, 8, 224], [796, 1, 6, 134], [797, 1, 9, 241], [817, 1, 6, 62], [818, 1, 3, 89], [820, 1, 16, 178], [822, 1, 5, 154], [829, 1, 3, 111], [836, 1, 5, 100], [837, 1, 10, 177], [840, 1, 5, 67], [856, 1, 15, 184], [859, 1, 15, 199], [866, 3, 4, 87], [870, 1, 9, 90], [890, 1, 8, 94], [952, 1, 3, 84], [974, 1, 9, 141], [981, 1, 5, 93], [982, 1, 7, 120], [1015, 2, 7, 97], [1019, 1, 10, 166], [1024, 2, 7, 128], [1025, 4, 6, 128], [1027, 1, 4, 72], [1042, 1, 3, 59], [1043, 2, 5, 120], [1065, 2, 4, 110], [1071, 1, 5, 76], [1072, 1, 8, 264], [1096, 3, 3, 78], [1097, 7, 9, 168], [1098, 3, 5, 122], [1099, 2, 4, 54], [1100, 2, 4, 98], [1117, 3, 3, 98], [1127, 2, 6, 143], [1136, 1, 5, 126], [1167, 1, 5, 143], [1279, 3, 4, 108], [1321, 1, 8, 201], [1322, 1, 5, 157], [1330, 1, 10, 162], [1340, 2, 6, 79], [1392, 1, 10, 201]]
math:	41	[[118, 1, 8, 114], [331, 1, 2, 62], [399, 1, 3, 52], [417, 1, 9, 310], [452, 1, 7, 214], [458, 1, 9, 163], [475, 1, 4, 80], [476, 1, 7, 170], [477, 1, 5, 102], [577, 2, 3, 70], [659, 1, 6, 95], [665, 1, 4, 90], [684, 1, 3, 51], [730, 1, 9, 157], [731, 1, 10, 173], [732, 1, 6, 128], [734, 1, 7, 142], [737, 1, 6, 68], [744, 1, 5, 96], [771, 1, 3, 76], [773, 1, 8, 224], [784, 1, 5, 145], [785, 1, 6, 110], [786, 1, 9, 153], [789, 1, 3, 80], [817, 1, 6, 62], [828, 1, 9, 151], [842, 1, 3, 52], [922, 1, 3, 86], [963, 1, 2, 47], [1036, 1, 4, 82], [1054, 1, 3, 88], [1060, 1, 2, 52], [1079, 1, 3, 61], [1087, 1, 7, 94], [1088, 1, 4, 146], [1110, 1, 4, 112], [1137, 1, 8, 171], [1138, 1, 2, 53], [1152, 2, 3, 39], [1370, 1, 9, 160]]
mathemat:	42	[[3, 1, 2, 28], [49, 1, 12, 271], [73, 2, 5, 219], [78, 1, 6, 142], [128, 1, 6, 117], [130, 1, 4, 61], [152, 2, 8, 126], [164, 1, 8, 215], [207, 1, 6, 134], [328, 1, 4, 203], [341, 1, 7, 149], [367, 1, 6, 86], [388, 1, 5, 123], [402, 1, 5, 82], [410, 1, 4, 110], [417, 1, 9, 310], [459, 1, 7, 187], [489, 1, 3, 98], [539, 1, 3, 56], [677, 1, 7, 199], [732, 1, 6, 128], [760, 1, 6, 123], [767, 1, 7, 179], [820, 1, 16, 178], [825, 1, 9, 168], [826, 1, 10, 221], [869, 1, 10, 213], [933, 1, 6, 192], [962, 1, 9, 283], [977, 1, 7, 155], [980, 1, 9, 141], [987, 1, 8, 176], [1056, 1, 6, 168], [1072, 1, 8, 264], [1119, 1, 9, 208], [1184, 1, 7, 144], [1190, 1, 3, 86], [1301, 1, 6, 120], [1303, 1, 8, 145], [1342, 1, 10, 189], [1376, 2, 5, 58], [1383, 1, 8, 151]]
mather:	1	[[117, 1, 3, 95]]
mathieu:	2	[[116, 1, 5, 110], [445, 3, 5, 72]]
mathphi:	2	[[361, 1, 2, 59], [607, 1, 2, 38]]
matric:	7	[[46, 3, 3, 63], [47, 1, 6, 139], [738, 1, 7, 98], [756, 3, 9, 128], [833, 1, 3, 66], [1043, 1, 5, 120], [1088, 1, 4, 146]]
matrix:	10	[[15, 1, 5, 92], [47, 4, 6, 139], [92, 1, 6, 152], [202, 1, 13, 207], [756, 5, 9, 128], [869, 1, 10, 213], [1246, 1, 6, 190], [1294, 3, 7, 143], [1361, 2, 5, 105], [1362, 4, 4, 106]]
matter:	3	[[12, 1, 5, 89], [285, 1, 3, 45], [1322, 1, 5, 157]]
mauric:	1	[[718, 1, 6, 116]]
mautner:	1	[[1127, 1, 6, 143]]
max:	2	[[20, 1, 7, 125], [1218, 2, 6, 202]]
maximuin:	1	[[1223, 1, 5, 80]]
maximum:	115	[[20, 1, 7, 125], [30, 1, 4, 88], [32, 3, 6, 124], [33, 1, 7, 186], [53, 1, 11, 159], [77, 1, 15, 255], [89, 1, 9, 274], [101, 1, 8, 238], [113, 1, 5, 90], [123, 1, 7, 178], [129, 1, 11, 176], [156, 5, 10, 181], [163, 4, 10, 281], [166, 1, 5, 114], [171, 1, 6, 119], [187, 1, 10, 204], [198, 1, 13, 208], [205, 2, 9, 205], [213, 1, 8, 194], [218, 4, 7, 180], [232, 1, 11, 174], [257, 1, 7, 153], [262, 2, 10, 293], [274, 1, 6, 175], [275, 1, 5, 92], [277, 1, 10, 176], [279, 1, 7, 81], [282, 1, 10, 182], [417, 1, 9, 310], [424, 1, 4, 66], [432, 1, 13, 160], [453, 1, 6, 145], [484, 4, 9, 199], [515, 1, 5, 93], [562, 1, 8, 151], [596, 1, 4, 74], [603, 1, 7, 147], [624, 3, 6, 169], [651, 1, 8, 135], [659, 1, 6, 95], [697, 1, 11, 131], [707, 2, 7, 160], [709, 2, 8, 160], [712, 1, 10, 223], [717, 4, 10, 256], [720, 1, 8, 133], [721, 5, 15, 373], [733, 1, 7, 127], [758, 2, 4, 94], [759, 1, 6, 152], [763, 2, 4, 72], [765, 1, 3, 100], [770, 1, 5, 82], [773, 1, 8, 224], [792, 1, 7, 304], [810, 1, 6, 128], [815, 1, 7, 191], [816, 1, 7, 126], [824, 1, 3, 123], [827, 1, 12, 230], [841, 1, 4, 54], [867, 1, 4, 98], [869, 1, 10, 213], [896, 1, 5, 68], [897, 1, 4, 74], [899, 1, 8, 124], [911, 1, 4, 84], [917, 1, 7, 220], [928, 2, 8, 290], [944, 1, 4, 87], [946, 1, 13, 249], [947, 1, 11, 229], [959, 1, 7, 141], [982, 1, 7, 120], [985, 1, 4, 112], [986, 3, 13, 226], [992, 1, 14, 231], [999, 1, 15, 171], [1025, 1, 6, 128], [1038, 1, 3, 61], [1039, 2, 9, 194], [1064, 1, 7, 143], [1065, 1, 4, 110], [1066, 1, 11, 255], [1092, 1, 10, 202], [1098, 1, 5, 122], [1101, 1, 3, 84], [1114, 2, 7, 150], [1121, 1, 5, 96], [1128, 1, 7, 87], [1154, 1, 10, 179], [1165, 1, 4, 106], [1167, 1, 5, 143], [1173, 1, 5, 124], [1177, 3, 5, 82], [1179, 2, 6, 156], [1195, 1, 17, 191], [1216, 1, 6, 135], [1217, 3, 4, 90], [1218, 1, 6, 202], [1239, 1, 19, 289], [1247, 1, 8, 111], [1252, 4, 7, 141], [1263, 1, 7, 211], [1277, 2, 8, 171], [1284, 1, 6, 112], [1291, 11, 14, 197], [1300, 1, 9, 204], [1344, 10, 10, 157], [1347, 7, 11, 185], [1352, 1, 11, 164], [1353, 1, 4, 93], [1356, 1, 10, 215], [1380, 1, 15, 224], [1384, 1, 4, 114]]
maxwel:	1	[[1255, 1, 5, 113]]
maxwellian:	3	[[183, 1, 5, 104], [447, 2, 6, 82], [1190, 1, 3, 86]]
may:	243	[[5, 1, 6, 51], [7, 1, 7, 179], [11, 1, 4, 77], [14, 1, 8, 271], [28, 2, 8, 111], [33, 1, 7, 186], [42, 3, 8, 198], [44, 3, 7, 195], [48, 1, 6, 87], [51, 1, 12, 141], [52, 3, 7, 128], [66, 1, 10, 127], [68, 1, 5, 83], [77, 3, 15, 255], [83, 1, 8, 213], [100, 1, 7, 167], [108, 2, 5, 70], [110, 1, 9, 242], [117, 1, 3, 95], [130, 1, 4, 61], [131, 1, 9, 229], [134, 2, 8, 154], [138, 1, 7, 158], [140, 1, 10, 250], [147, 1, 7, 124], [148, 2, 6, 104], [152, 2, 8, 126], [156, 3, 10, 181], [159, 2, 3, 73], [160, 1, 11, 254], [167, 2, 5, 87], [186, 1, 5, 132], [192, 1, 7, 133], [193, 4, 15, 298], [201, 1, 5, 137], [210, 3, 12, 221], [211, 1, 9, 144], [219, 1, 6, 156], [229, 2, 10, 156], [230, 2, 8, 148], [236, 1, 6, 116], [239, 1, 9, 121], [247, 1, 7, 130], [249, 1, 5, 101], [256, 1, 5, 93], [262, 1, 10, 293], [272, 1, 19, 345], [288, 1, 6, 135], [290, 1, 6, 89], [296, 1, 7, 177], [304, 2, 6, 201], [309, 2, 5, 130], [315, 3, 12, 343], [320, 1, 2, 30], [321, 1, 3, 80], [329, 2, 17, 434], [338, 1, 6, 121], [344, 2, 11, 284], [349, 1, 9, 170], [355, 1, 5, 75], [358, 1, 6, 68], [363, 1, 7, 178], [364, 2, 10, 251], [373, 3, 11, 230], [375, 2, 8, 162], [379, 1, 8, 101], [406, 5, 7, 154], [412, 1, 4, 77], [416, 1, 5, 189], [432, 1, 13, 160], [439, 1, 8, 130], [448, 1, 5, 108], [457, 3, 5, 99], [459, 1, 7, 187], [466, 1, 6, 149], [467, 1, 5, 143], [472, 2, 5, 74], [497, 1, 4, 115], [508, 1, 5, 103], [521, 1, 4, 107], [522, 1, 9, 268], [531, 2, 5, 88], [538, 1, 7, 119], [544, 1, 3, 69], [549, 1, 4, 55], [554, 1, 7, 116], [555, 1, 7, 124], [561, 2, 7, 157], [562, 1, 8, 151], [563, 1, 7, 185], [564, 1, 10, 195], [566, 1, 6, 140], [568, 1, 5, 97], [573, 1, 6, 117], [574, 1, 7, 143], [575, 1, 5, 191], [576, 1, 13, 324], [588, 1, 14, 224], [589, 1, 13, 163], [593, 1, 9, 142], [595, 2, 9, 154], [606, 1, 5, 112], [620, 1, 7, 186], [623, 1, 7, 149], [625, 1, 7, 216], [626, 1, 8, 129], [628, 1, 9, 147], [638, 1, 8, 166], [651, 1, 8, 135], [656, 3, 6, 167], [658, 3, 11, 173], [659, 1, 6, 95], [675, 1, 7, 203], [682, 1, 5, 137], [685, 1, 10, 234], [688, 1, 10, 193], [689, 1, 11, 192], [691, 1, 4, 85], [698, 1, 7, 107], [701, 1, 12, 188], [705, 1, 9, 148], [706, 1, 4, 72], [707, 1, 7, 160], [710, 1, 18, 193], [716, 1, 4, 70], [720, 1, 8, 133], [721, 1, 15, 373], [723, 1, 4, 89], [726, 1, 4, 88], [727, 1, 6, 150], [731, 1, 10, 173], [734, 1, 7, 142], [747, 2, 5, 90], [752, 1, 7, 83], [758, 1, 4, 94], [763, 1, 4, 72], [796, 1, 6, 134], [797, 1, 9, 241], [807, 1, 6, 93], [808, 1, 5, 132], [810, 1, 6, 128], [815, 1, 7, 191], [816, 2, 7, 126], [818, 1, 3, 89], [821, 1, 4, 61], [822, 2, 5, 154], [826, 3, 10, 221], [828, 1, 9, 151], [843, 2, 4, 116], [844, 1, 6, 152], [845, 1, 9, 159], [862, 1, 2, 41], [873, 1, 6, 120], [874, 1, 14, 202], [879, 1, 3, 40], [889, 2, 7, 187], [890, 1, 8, 94], [895, 1, 4, 74], [899, 1, 8, 124], [902, 2, 7, 150], [916, 1, 5, 125], [927, 1, 12, 290], [928, 2, 8, 290], [933, 1, 6, 192], [934, 1, 6, 145], [935, 1, 2, 51], [937, 1, 4, 83], [962, 1, 9, 283], [969, 1, 4, 64], [977, 1, 7, 155], [982, 1, 7, 120], [997, 1, 17, 139], [1003, 1, 5, 111], [1005, 1, 3, 84], [1009, 1, 6, 117], [1015, 1, 7, 97], [1016, 2, 3, 55], [1019, 1, 10, 166], [1027, 1, 4, 72], [1028, 1, 9, 131], [1040, 2, 14, 364], [1041, 1, 6, 99], [1042, 1, 3, 59], [1043, 1, 5, 120], [1055, 1, 4, 94], [1057, 1, 7, 106], [1068, 1, 5, 101], [1071, 1, 5, 76], [1072, 1, 8, 264], [1076, 1, 3, 71], [1078, 1, 8, 108], [1084, 1, 3, 44], [1088, 1, 4, 146], [1092, 2, 10, 202], [1097, 1, 9, 168], [1104, 1, 9, 244], [1110, 1, 4, 112], [1119, 1, 9, 208], [1131, 2, 5, 85], [1133, 1, 4, 62], [1136, 1, 5, 126], [1147, 4, 13, 304], [1153, 2, 5, 116], [1157, 1, 8, 146], [1182, 1, 8, 143], [1184, 3, 7, 144], [1193, 1, 7, 100], [1198, 1, 6, 185], [1206, 2, 4, 98], [1207, 1, 7, 127], [1239, 1, 19, 289], [1240, 1, 5, 131], [1242, 2, 10, 162], [1244, 4, 14, 299], [1246, 1, 6, 190], [1248, 1, 12, 265], [1253, 1, 3, 69], [1268, 1, 10, 247], [1271, 1, 8, 207], [1275, 1, 6, 77], [1288, 1, 4, 77], [1290, 1, 8, 149], [1305, 1, 3, 54], [1307, 1, 8, 203], [1308, 1, 3, 66], [1313, 3, 24, 459], [1318, 1, 5, 63], [1321, 1, 8, 201], [1322, 2, 5, 157], [1324, 2, 5, 122], [1325, 1, 10, 238], [1330, 1, 10, 162], [1335, 1, 9, 151], [1340, 1, 6, 79], [1342, 1, 10, 189], [1343, 1, 9, 174], [1347, 1, 11, 185], [1356, 1, 10, 215], [1359, 1, 5, 68], [1360, 2, 4, 85], [1364, 1, 8, 151], [1380, 2, 15, 224], [1393, 1, 6, 133]]
mayer:	6	[[144, 1, 6, 100], [374, 1, 3, 79], [956, 1, 5, 92], [1048, 1, 3, 44], [1050, 1, 4, 56], [1201, 1, 19, 364]]
mayo:	1	[[713, 1, 4, 122]]
mazelski:	2	[[701, 1, 12, 188], [702, 1, 7, 119]]
mb:	4	[[381, 1, 9, 168], [388, 1, 5, 123], [838, 1, 5, 66], [1359, 1, 5, 68]]
mbt:	1	[[444, 1, 3, 69]]
mc:	3	[[921, 1, 7, 132], [976, 2, 14, 321], [1263, 1, 7, 211]]
mccarthi:	1	[[880, 1, 2, 51]]
mccauley:	2	[[7, 1, 7, 179], [689, 1, 11, 192]]
mccomb:	1	[[955, 1, 4, 68]]
mcconnel:	1	[[1106, 1, 5, 110]]
mccune:	2	[[297, 1, 4, 102], [1194, 1, 5, 112]]
mcdearmon:	1	[[993, 1, 10, 166]]
mcgraw:	1	[[1012, 1, 4, 102]]
mcgregor:	1	[[466, 1, 6, 149]]
mcisaac:	1	[[1150, 1, 3, 74]]
mckenzi:	1	[[138, 1, 7, 158]]
mckinnon:	1	[[874, 1, 14, 202]]
mclachlan:	1	[[220, 1, 5, 113]]
mclafferti:	1	[[1225, 1, 11, 223]]
mclean:	1	[[1380, 1, 15, 224]]
mclellan:	3	[[944, 1, 4, 87], [1353, 1, 4, 93], [1354, 1, 5, 116]]
mcmillan:	1	[[139, 1, 5, 105]]
mcnown:	1	[[907, 1, 6, 152]]
md:	7	[[93, 1, 3, 70], [161, 1, 2, 49], [201, 1, 5, 137], [231, 1, 4, 75], [528, 1, 5, 110], [669, 1, 4, 69], [1108, 1, 8, 181]]
md1:	1	[[20, 1, 7, 125]]
mdc:	1	[[543, 1, 6, 63]]
mead:	1	[[720, 2, 8, 133]]
mean:	149	[[9, 2, 9, 244], [16, 1, 6, 96], [22, 1, 4, 79], [37, 1, 4, 125], [40, 1, 5, 138], [70, 1, 10, 154], [73, 2, 5, 219], [76, 3, 7, 142], [78, 1, 6, 142], [94, 2, 11, 307], [97, 6, 13, 172], [99, 9, 11, 189], [100, 1, 7, 167], [111, 1, 4, 73], [114, 2, 11, 126], [120, 2, 4, 80], [123, 1, 7, 178], [129, 2, 11, 176], [131, 1, 9, 229], [137, 1, 2, 37], [140, 1, 10, 250], [151, 1, 11, 188], [153, 1, 3, 47], [154, 1, 3, 65], [165, 1, 12, 296], [169, 1, 5, 101], [171, 1, 6, 119], [178, 1, 4, 55], [187, 1, 10, 204], [192, 1, 7, 133], [199, 1, 16, 248], [207, 1, 6, 134], [209, 1, 8, 162], [212, 1, 10, 259], [215, 1, 5, 59], [229, 2, 10, 156], [230, 1, 8, 148], [251, 1, 3, 66], [255, 1, 6, 132], [257, 5, 7, 153], [276, 1, 6, 147], [289, 1, 9, 166], [292, 1, 6, 185], [294, 1, 11, 202], [295, 1, 6, 92], [296, 1, 7, 177], [311, 2, 6, 140], [329, 2, 17, 434], [342, 1, 7, 153], [353, 1, 6, 115], [358, 1, 6, 68], [381, 1, 9, 168], [388, 1, 5, 123], [406, 2, 7, 154], [410, 1, 4, 110], [413, 1, 4, 110], [428, 3, 8, 121], [433, 1, 19, 289], [434, 1, 7, 168], [443, 1, 6, 158], [448, 1, 5, 108], [459, 1, 7, 187], [470, 1, 5, 84], [475, 1, 4, 80], [478, 1, 3, 60], [486, 1, 9, 162], [506, 1, 4, 91], [529, 2, 8, 198], [548, 1, 13, 227], [550, 1, 5, 95], [552, 1, 4, 151], [563, 3, 7, 185], [569, 1, 7, 202], [571, 1, 8, 166], [572, 1, 7, 302], [588, 1, 14, 224], [610, 1, 7, 107], [625, 1, 7, 216], [709, 1, 8, 160], [718, 1, 6, 116], [719, 1, 5, 124], [722, 1, 4, 121], [727, 1, 6, 150], [739, 1, 10, 228], [750, 1, 4, 63], [751, 1, 4, 51], [763, 1, 4, 72], [770, 1, 5, 82], [794, 2, 8, 225], [798, 1, 15, 432], [808, 1, 5, 132], [809, 2, 4, 100], [830, 2, 5, 139], [841, 1, 4, 54], [871, 1, 4, 49], [876, 1, 9, 125], [883, 1, 4, 82], [889, 1, 7, 187], [894, 1, 7, 165], [907, 1, 6, 152], [927, 1, 12, 290], [940, 1, 2, 76], [960, 1, 6, 91], [961, 1, 4, 120], [962, 1, 9, 283], [976, 1, 14, 321], [977, 1, 7, 155], [980, 1, 9, 141], [999, 1, 15, 171], [1029, 1, 3, 42], [1039, 2, 9, 194], [1040, 1, 14, 364], [1047, 3, 11, 260], [1054, 1, 3, 88], [1076, 1, 3, 71], [1088, 1, 4, 146], [1092, 1, 10, 202], [1115, 2, 7, 135], [1125, 1, 6, 119], [1143, 1, 5, 92], [1152, 1, 3, 39], [1154, 1, 10, 179], [1155, 2, 4, 89], [1158, 1, 3, 63], [1171, 1, 4, 57], [1180, 1, 5, 115], [1184, 1, 7, 144], [1196, 1, 5, 80], [1204, 3, 6, 224], [1205, 1, 7, 157], [1215, 1, 4, 86], [1220, 1, 6, 154], [1244, 2, 14, 299], [1246, 3, 6, 190], [1256, 1, 3, 54], [1261, 1, 6, 185], [1273, 1, 6, 107], [1277, 2, 8, 171], [1308, 1, 3, 66], [1313, 1, 24, 459], [1323, 1, 4, 91], [1330, 1, 10, 162], [1332, 1, 5, 97], [1334, 1, 5, 106], [1335, 1, 9, 151], [1369, 1, 2, 45], [1385, 1, 5, 115], [1391, 1, 8, 153], [1397, 1, 3, 58]]
meansquar:	1	[[720, 1, 8, 133]]
meant:	1	[[817, 1, 6, 62]]
measur:	252	[[8, 1, 6, 118], [9, 3, 9, 244], [13, 1, 5, 99], [16, 1, 6, 96], [30, 1, 4, 88], [39, 1, 8, 111], [41, 1, 4, 62], [45, 1, 6, 108], [53, 2, 11, 159], [58, 2, 6, 133], [63, 2, 4, 115], [69, 1, 5, 104], [74, 1, 3, 65], [76, 5, 7, 142], [78, 1, 6, 142], [80, 1, 13, 220], [84, 1, 7, 129], [88, 1, 4, 99], [99, 1, 11, 189], [103, 1, 3, 91], [120, 2, 4, 80], [125, 4, 9, 156], [129, 2, 11, 176], [135, 2, 6, 132], [139, 1, 5, 105], [140, 1, 10, 250], [141, 3, 3, 75], [150, 2, 5, 112], [155, 1, 8, 164], [165, 8, 12, 296], [167, 1, 5, 87], [168, 3, 6, 165], [169, 1, 5, 101], [170, 1, 10, 158], [173, 1, 12, 220], [175, 1, 3, 48], [179, 2, 8, 177], [187, 2, 10, 204], [188, 2, 8, 159], [189, 2, 12, 264], [191, 1, 7, 133], [196, 3, 5, 121], [199, 6, 16, 248], [202, 1, 13, 207], [204, 1, 6, 132], [205, 2, 9, 205], [207, 1, 6, 134], [212, 2, 10, 259], [213, 1, 8, 194], [214, 2, 5, 93], [218, 2, 7, 180], [220, 2, 5, 113], [222, 2, 8, 141], [237, 3, 4, 103], [238, 1, 3, 37], [239, 2, 9, 121], [244, 1, 19, 326], [245, 1, 9, 111], [252, 2, 8, 188], [261, 2, 8, 122], [262, 1, 10, 293], [271, 1, 2, 36], [272, 1, 19, 345], [275, 1, 5, 92], [289, 1, 9, 166], [294, 2, 11, 202], [308, 1, 6, 116], [311, 1, 6, 140], [330, 2, 4, 81], [335, 1, 5, 78], [338, 1, 6, 121], [343, 2, 3, 87], [344, 1, 11, 284], [346, 5, 5, 132], [347, 1, 4, 96], [354, 2, 5, 95], [363, 2, 7, 178], [371, 1, 5, 122], [372, 1, 3, 78], [377, 1, 6, 111], [397, 1, 5, 82], [413, 2, 4, 110], [423, 1, 10, 228], [431, 4, 5, 122], [434, 1, 7, 168], [438, 2, 3, 65], [441, 1, 7, 192], [443, 4, 6, 158], [459, 1, 7, 187], [491, 1, 5, 91], [505, 1, 4, 70], [513, 3, 3, 84], [516, 2, 5, 79], [529, 2, 8, 198], [536, 1, 8, 215], [544, 2, 3, 69], [546, 2, 4, 103], [558, 4, 6, 90], [563, 1, 7, 185], [564, 1, 10, 195], [566, 1, 6, 140], [569, 1, 7, 202], [571, 1, 8, 166], [572, 3, 7, 302], [594, 3, 3, 45], [595, 1, 9, 154], [597, 3, 3, 71], [598, 2, 3, 51], [602, 1, 4, 90], [605, 2, 6, 123], [608, 2, 5, 100], [612, 1, 4, 80], [622, 1, 8, 168], [623, 2, 7, 149], [631, 2, 3, 60], [636, 2, 11, 181], [640, 1, 17, 241], [645, 1, 4, 110], [646, 2, 7, 193], [652, 1, 4, 62], [662, 3, 9, 251], [668, 3, 5, 82], [671, 2, 6, 104], [675, 2, 7, 203], [678, 1, 5, 73], [679, 1, 5, 131], [682, 1, 5, 137], [689, 1, 11, 192], [694, 1, 7, 138], [697, 2, 11, 131], [714, 1, 3, 71], [721, 2, 15, 373], [722, 1, 4, 121], [725, 2, 3, 86], [726, 1, 4, 88], [727, 1, 6, 150], [728, 1, 3, 48], [749, 2, 7, 109], [750, 1, 4, 63], [755, 3, 5, 101], [772, 1, 3, 82], [773, 2, 8, 224], [776, 2, 3, 58], [781, 2, 6, 162], [790, 4, 7, 150], [791, 3, 3, 69], [794, 2, 8, 225], [797, 1, 9, 241], [800, 1, 6, 117], [804, 1, 6, 120], [805, 6, 7, 167], [806, 5, 8, 194], [807, 3, 6, 93], [808, 4, 5, 132], [809, 3, 4, 100], [813, 1, 6, 97], [815, 1, 7, 191], [847, 1, 3, 74], [869, 1, 10, 213], [872, 1, 6, 133], [900, 2, 4, 64], [904, 2, 8, 128], [905, 2, 5, 70], [911, 1, 4, 84], [927, 1, 12, 290], [928, 1, 8, 290], [942, 2, 7, 99], [947, 2, 11, 229], [959, 1, 7, 141], [960, 2, 6, 91], [970, 1, 8, 141], [976, 1, 14, 321], [1000, 1, 4, 150], [1001, 1, 5, 98], [1002, 1, 5, 134], [1003, 1, 5, 111], [1004, 4, 4, 101], [1005, 1, 3, 84], [1006, 1, 3, 64], [1007, 1, 5, 110], [1008, 1, 6, 56], [1009, 1, 6, 117], [1010, 1, 7, 110], [1011, 1, 3, 46], [1019, 1, 10, 166], [1020, 1, 4, 88], [1022, 1, 3, 51], [1028, 1, 9, 131], [1033, 1, 6, 71], [1040, 1, 14, 364], [1064, 1, 7, 143], [1065, 2, 4, 110], [1066, 4, 11, 255], [1074, 1, 5, 134], [1075, 1, 10, 156], [1082, 1, 8, 198], [1090, 2, 3, 58], [1092, 3, 10, 202], [1096, 1, 3, 78], [1101, 3, 3, 84], [1107, 4, 10, 164], [1113, 2, 5, 110], [1114, 2, 7, 150], [1115, 4, 7, 135], [1139, 1, 7, 80], [1144, 3, 9, 215], [1150, 2, 3, 74], [1155, 3, 4, 89], [1156, 2, 10, 138], [1160, 1, 8, 87], [1161, 1, 3, 91], [1162, 1, 5, 109], [1163, 1, 5, 134], [1164, 1, 7, 184], [1165, 1, 4, 106], [1170, 1, 8, 93], [1191, 3, 6, 119], [1204, 4, 6, 224], [1220, 1, 6, 154], [1222, 1, 8, 140], [1225, 1, 11, 223], [1229, 2, 9, 220], [1230, 1, 6, 137], [1239, 1, 19, 289], [1246, 1, 6, 190], [1250, 1, 5, 184], [1256, 1, 3, 54], [1257, 1, 4, 108], [1258, 2, 5, 142], [1264, 1, 8, 163], [1269, 1, 3, 58], [1270, 1, 4, 103], [1281, 1, 7, 153], [1285, 2, 3, 51], [1290, 2, 8, 149], [1292, 1, 11, 199], [1303, 1, 8, 145], [1306, 1, 2, 47], [1307, 2, 8, 203], [1316, 2, 7, 169], [1318, 3, 5, 63], [1320, 1, 4, 144], [1324, 1, 5, 122], [1325, 2, 10, 238], [1335, 2, 9, 151], [1336, 1, 7, 137], [1351, 1, 10, 231], [1352, 2, 11, 164], [1355, 4, 6, 149], [1380, 1, 15, 224], [1394, 1, 4, 107], [1395, 2, 3, 75]]
mech:	79	[[109, 1, 6, 119], [110, 1, 9, 242], [148, 1, 6, 104], [149, 1, 10, 190], [167, 1, 5, 87], [178, 1, 4, 55], [266, 1, 7, 183], [274, 1, 6, 175], [296, 1, 7, 177], [301, 1, 4, 52], [305, 1, 5, 113], [317, 1, 6, 151], [328, 1, 4, 203], [330, 1, 4, 81], [457, 1, 5, 99], [458, 1, 9, 163], [463, 1, 3, 79], [470, 1, 5, 84], [475, 1, 4, 80], [477, 1, 5, 102], [563, 1, 7, 185], [575, 1, 5, 191], [576, 1, 13, 324], [582, 1, 4, 68], [592, 1, 2, 59], [648, 1, 3, 68], [659, 1, 6, 95], [660, 1, 14, 195], [664, 1, 3, 58], [665, 1, 4, 90], [667, 1, 9, 180], [728, 1, 3, 48], [732, 1, 6, 128], [733, 1, 7, 127], [734, 1, 7, 142], [735, 1, 3, 46], [736, 1, 5, 62], [737, 1, 6, 68], [784, 1, 5, 145], [785, 1, 6, 110], [786, 1, 9, 153], [788, 1, 5, 163], [789, 1, 3, 80], [818, 1, 3, 89], [819, 1, 4, 77], [822, 1, 5, 154], [831, 1, 4, 70], [841, 1, 4, 54], [842, 1, 3, 52], [845, 1, 9, 159], [850, 1, 4, 57], [853, 1, 3, 38], [854, 1, 2, 34], [855, 1, 2, 53], [881, 1, 4, 110], [885, 1, 6, 65], [908, 1, 9, 135], [910, 1, 2, 41], [922, 1, 3, 86], [932, 1, 4, 58], [936, 1, 8, 112], [961, 1, 4, 120], [963, 1, 2, 47], [1036, 1, 4, 82], [1055, 1, 4, 94], [1058, 1, 4, 67], [1129, 1, 6, 88], [1131, 1, 5, 85], [1132, 1, 2, 72], [1135, 1, 4, 88], [1136, 1, 5, 126], [1152, 2, 3, 39], [1172, 1, 7, 121], [1174, 1, 4, 60], [1309, 1, 5, 163], [1321, 1, 8, 201], [1330, 1, 10, 162], [1368, 1, 3, 64], [1398, 1, 11, 144]]
